Part Number,Model,Description,QTY
17222500A02198,PIACW908790A/PIACWMZ908790A,Electronic Control Box Subassembly,1
17122500A01732,PIACW908790A/PIACWMZ908790A,Main Control Board Subassembly,1
17222000037295,PIAW128790A / PIAWMZ128790A,Electronic Control Box Subassembly (Mid-And Low End),0
17122000055304,PIAW128790A / PIAWMZ128790A,Room Temperature Sensor,1
11201007003424,PAC1203711 / PAC12078A / PAC24337 / PIA12066A / PIACWMZ2480790A / PIAW1231769A / PIAW1231779A / PIAW1232579A / PIAW12366A / PIAW123690A / PIAW123790A / PIAW12640A / PIAW128790A / PIAW17179QA / PIAW1831779A / PIAW183790A / PIAW363790A / PIAW932579A / PIAW93690A / PIAW98690A / PIAWMZ98690A / PIAW181790A / PIAWMZ128790A / PIAWMZ98690A,Room Temperature Sensor,2
17222000037414,PIAW188790A / PIAWMZ188790A,Electronic Control Box Subassembly (Mid-And Low End),0
17122000055448,PIAW188790A / PIAWMZ188790A,Room Temperature Sensor,1
11002015014771,PIAW188790A / PIAW248790A/ PIAWMZ188790A/ PIAW242790A/ PIAWMZ248790A,Brushless DC Motor,2
17222000002837,PAC3003711 / PAC3003711A / PAC33711 / PIAW181790A / PIAW188790A / PIAW248790A,Display Box Subassembly,2
12100102000018,PIAW241790A /  PIAW24179A / PIAW12166A / PIAW12169A / PIAW18099AS/ PIA24264A/ PIAWMZ248790A / PIAW243790A,Cross Flow Fan,2
11201007003425P,PIAW12166A / PIAW12169A / PIAW18099AS / PIAW1832579A / PIAW188790A / PIAW2432579A / PIAW243790A / PIAW248790A / PIAWMZ248790A / PIAW241790A / PIAWMZ188790A,Room Temperature Sensor,2
17122000055544,PIAW2418790A / PIAWMZ248790A,Main Control Board,1
17222000037515,PIAW248790A / PIAWMZ248790A,Electronic Control Box Subassembly (Mid-And Low End),0
11103020006879,PIAW278800B / PIAW242800B / PIAW1832580B / PIAW2432580B/ PIAWMZ278800B / PIAW243800B,Dc Inverter Rotary Compressor,1
11201007003445P,PIA24264A / PIAW1832579A / PIAW188790A / PIAW241790A / PIAW243790A / PIAW248790A / PIAWMZ188790A / PIAWMZ248790A / PIAW92700B,Pipe Room Temperature Sensor,2
14122000055302,PIAW98690A,Room Temperature Sensor,1
11002015000051,PIAW98690A / PIAW128790A/PIAWMZ128790A/PIAWMZ98690A/ PIAW121790A / PIAW12166A,Brushless DC Motor,2
17222000002878,PIAW98690A / PIAW128790A/PIAW121690A,Display Box Subassembly,2
12100105000841,PIAW242800B/PIAWMZ188800B/PIAW243800B,Axial Flow Fan ,3
11193020006440,PIAWMZ188800B,Dc Inverter Rotary Compressor,1
17222300002708,PIAWMZ188800R/PIAWMZ188800B,Electronic Control Box Subassembly,3
110020150000247,PIAWMZ278800B,Brushless DC Motor,2
17222300003888,PIAWMZ278800B,Electronic Control Box Subassembly ,1
17122000052022,PIAWMZ278800B,Inverter Module Subassembly,1
17122300006552,PIAWMZ278800B,Main Control Board Subassembly ,0
11103020000719,PIAWMZ368800B,Dc Inverter Rotary Compressor,1
17222300002648,PIAWMZ368800B,Electronic Control Box Subassembly,0
17122000052007,PIAWMZ368800B,Inverter Module Subassembly,1
17122300003973,PIAWMZ368800B,Main Control Board Subassembly ,1
11002015009825P,PIAWMZ488800B / PIAWMZ488800B,Brushless DC Motor,1
11103020000619,PIAWMZ488800B,Dc Inverter Rotary Compressor,1
17222000039769,PIAWMZ488800B,Electronic Control Box Subassembly (Mid-And Low End),1
17122000058150,PIAWMZ488800B,Inverter Module Subassembly,1
17122000055770,PIAWMZ488800B,Main Control Board assembly (Outdoor ),1
17222000037294,PIAWMZ98690A,Electronic Control Box Subassembly,1
11002012009440,PAC12335B / PIA122700B / PIAW12170B / PAC12137B / PIAW1217070,Single Phase Asynchronous Motor,4
17122000036728,PAC12337 / PAC12337IND,Main Control Board Subassembly,167
11002012001871,PAC18337 / PAC1203711 / PAC12047 / PAC12237A / PAC123370A / PAC12337A / PAC12337IND / PAC13037 / PAC13040A / PAC9037 / PAC9237 / PAC9337A / PIA120640A / PIA12064A / PIA12264A / PIA9064A / PIA9264A / PIAW12099A / PIAW12099AS / PIAW121640A / PIAW12164A / PAC12337A / PAC9337IND,Single Phase Asynchronous Motor,26
12100105000201,PAC12337B / PAC9337B / PAC13037 / PAC9337 / PAC9237 / PAC9137 / PAC12337,Axial Flow Fan,1
17222000011393,PAC183373 / PAC18337,Electronic Control Box Subassembly,2
17222000025109,PAC36337,Electronic Control Box Subassembly,2
17222000011356,PAC9337,Electronic Control Box Subassembly,4
NS00897,PFV1006XW,Adjustable Foot Leg - Feet Support,3
NS00898,PFV1006XW,Evaporator Fan,3
NS00899,PFV1006XW,Filter,5
NS00900,PFV1006XW,Power Cord Cable ( Power Supply Plug ),3
NS00901,PFV1006XW,Shelf,6
11002015005261,PFV13085MW,Brushless DC Motor,9
17431000008102,PFV13085MW,Defrost heater,9
1213000029201,PFV13085MW,Hinge cover assembly,10
17131000002821,PFV13085MW,Main Control Board,1
17431000002477,PFV13085MW,Power cable,20
11301011000003,PFV13085MW,Screw assembly,100
12131000075700,PFV13085MW / PFV13086MS,Display + Control panel assembly,10
12231000017362,PFV13085MW / PFV13086MS,Upper hinge,10
17431000001232,PFV1385MW / PFV1386MS / PFV1385MW,Capacitor,10
12131000001014,PFV705MW / PRN10055MW / PFV1385MW / PFV13086MS,Adjustable Foot Leg - Feet Support ,20
201332591029,PIA12066A,Main Control Board,9
17122000020570,PIA12264A / PIAW121640A,Main Control Board Subassembly,3
17122000034048,PIA18264A,Main Control Board,2
17122000040795,PIA242640A,Main Control Board,1
11002015006761,PIAW121650B / PIAW121650,Brushless DC Motor,2
17222000011368,PIAW12166A / PIA12266A / INVERTER12CRWH1 / PIAW12166A,Electronic Control Box Subassembly,7
17122000009750,PIAW12167B OUTDOOR,Electronic Control Box Subassembly,1
1722200009828,PIAW12169A INDOOR,Electronic Control Box Subassembly,0
17122000A14730,PIAW12170B,Electronic Control Box Subassembly,8
17222000028516,PIAW181790A,Electronic Control Box Subassembly,7
17222000009271,PIAW18179A,Electronic Control Box Subassembly,2
17222000028514,PIAW241790A,Electronic Control Box Subassembly,2
11002015000094,PIAW24179A,Brushless DC Motor,2
17122000009373,PIAW24179A,Electronic Control Box Subassembly,3
17122000019319,PIAW9167B,Electronic Control Box Subassembly,2
12231000007150,"PRF33600MS / 	PRF33500MW / PRF33600MS ",Bottom Hinge Assembly,10
17431000001412,PRN12150MW,Defrosting Thermostat,2
NS01141,PRN210DX,"Shelf (17 1/4 x 17 1/2"")",72
1.05.81.1053,PRNS757DX,"Shelf (17 3/16 x 14 1/4"")",213
11002012034033,PAC123355B,Single Phase Asynchronous Motor,5
1.05.08.10.084,PFR10400X,Baskets,4
1.02.15.04.061 / 06.048,PFR10400X,Control Panel,20
1.05.06.07.012,PFR10400X,Gemel,16
1.01.02.01.064R,PFR10400X,Indicator Lamp Green,10
1.01.01.01.220R,PFR10400X,Power Cord Cable ( Power Supply Plug ),15
1.02.15.01.001,PFR10400X / PFR70400X / PFR50400X / PFR33400X,Gemel Cover,16
1.02.15.01.001,PFR10400X / PFR70400X / PFR50400X / PFR33400X,Gemel Cover,16
1.02.15.01.001,PFR10400X / PFR70400X / PFR50400X / PFR33400X,Gemel Cover,16
1.02.15.01.001,PFR10400X / PFR70400X / PFR50400X / PFR33400X,Gemel Cover,16
1.01.03.01.043R,PFR10400X/PFR33400X/PFR50400X/PFR70400X,Indicator Lamp Blue,10
1.01.03.01.043R,PFR10400X/PFR33400X/PFR50400X/PFR70400X,Indicator Lamp Blue,10
1.01.03.01.043R,PFR10400X/PFR33400X/PFR50400X/PFR70400X,Indicator Lamp Blue,10
1.01.03.01.043R,PFR10400X/PFR33400X/PFR50400X/PFR70400X,Indicator Lamp Blue,10
1.01.03.01.042R,PFR266W/PFR33400X/PFR266W/PFR33400X/PFR266W/PFR33400X/PFR10400X,Indicator Lamp (Red),10
1.01.03.01.042R,PFR266W/PFR33400X/PFR266W/PFR33400X/PFR266W/PFR33400X/PFR10400X,Indicator Lamp (Red),10
1.02.15.04.061,PFR33400X/PFR10400X,Control Panel,10
1.63.30.03.034,PFR33400X,Filter,20
1.01.01.01.922R,PFR33400X,Power Control,10
1.05.06.07.006,PFR33400X / PFR50400X,Gemel,8
1.05.06.07.006,PFR33400X / PFR50400X,Gemel,8
1.03.02.01.159,PFR33400X / PFR50400X / PFR70400X / PFR10400X,Thermostat (NWPF29X-103-122),25
1.03.01.01.620,PFR33400X /PFR50400X,Compressor (with  Starter Relay & Overload Protector included),4
1.01.03.01.064R,PFR33400X/PFR70400X/PFR50400X/PFR33400X/PFR70400X/PFR50400X/PFR33400X/PFR70400X/PFR50400X/PFR10400X,Indicator Lamp Green,10
1.01.03.01.064R,PFR33400X/PFR70400X/PFR50400X/PFR33400X/PFR70400X/PFR50400X/PFR33400X/PFR70400X/PFR50400X/PFR10400X,Indicator Lamp Green,10
1.01.03.01.064R,PFR33400X/PFR70400X/PFR50400X/PFR33400X/PFR70400X/PFR50400X/PFR33400X/PFR70400X/PFR50400X/PFR10400X,Indicator Lamp Green,10
1.01.01.01.933R,PFR50400X/PFR70400X,Power Cord Cable ( Power Supply Plug ),10
1.01.01.01.933R,PFR50400X/PFR70400X,Power Cord Cable ( Power Supply Plug ),10
1.05.06.07.006 / 013,PFR70400X,Gemel,16
1.03.30.03.034,PFR10400X / PFR33400X / PFR50400X / PFR51400X / PFR70400X / PFR71400X / PFV1405XW / PFV1406XS,Dryer Filter,10
1.03.30.03.034,PFR10400X / PFR33400X / PFR50400X / PFR51400X / PFR70400X / PFR71400X / PFV1405XW / PFV1406XS,Dryer Filter,20
1.03.30.03.034,PFR10400X / PFR33400X / PFR50400X / PFR51400X / PFR70400X / PFR71400X / PFV1405XW / PFV1406XS,Dryer Filter,8
17122000019353,PIA122700B / PIAW12170B,Main Control Board Subassembly (Outdoor),6
17122000A35376,PIAW121700B,Main Control Board Subassembly (Outdoor),5
17122000033373,PIAW12170B,Main Control Board Subassembly (Outdoor),6
17122000048345,PIAW12264A,Main Control Board Subassembly,5
17122000018654,PIAW18180B,Main Control Board Subassembly (Outdoor),9
17122000A15872,PIAW18180B,Main Control Board Subassembly (Outdoor),9
17122000018862,PIAW24179A,Main Control Board Subassembly,3
17122000033379,PIAW24180B,Main Control Board Subassembly (Outdoor),6
17122000018736,PIAW24180B / PIAW24170B,Main Control Board Subassembly (Outdoor),6
17122000A15876,PIAW24180B / PIAW24180B,Main Control Board Subassembly (Outdoor),10
11002015014771,PIAW188790A / PIAW248790A/ PIAWMZ188790A/ PIAW242790A/ PIAWMZ248790A,Brushless DC Motor,5
17122000018871,PIAW36179A / PIAW36179A,Main Control Board Subassembly,1
11002015000247,PIAW363800B / PIAW36180B / PIAW2432580B/PIAWMZ278800B/ PIAWMZ368800B,Brushless DC Motor,5
17122000019358,PIAW9170B,Main Control Board Subassembly (Outdoor),6
17122000033357,PIAW9170B,Main Control Board Subassembly (Outdoor),8
1.03.01.01.515,PRF10400X,Compressor,1
1.03.01.01.515,PRF10400X,Compressor,2
1.03.01.01.596,PRF70400X,Compressor,3
3039900316,PRN12250HW/PRN12260HS/PRN12250HW/PRN12260HS/PRN10150HW/PRN10160HS,Fixed slot of heater,1
NS00004,PFR35600H,Door Gasket Seal,0
NS01169,PFV84DX,Axis Cover,0
NS01170,PFV84DX,Bottom Hinge,0
NS01168,PFV84DX,Hinge Axis,0
NS01171,PFV84DX,Upper Hinge,0
3020400136,PRF315300HW,Door Gasket Lower,0
3020400135,PRF315300HW,Door Gasket Upper,0
2100150076,PRF315300HW,Lower Door,0
2100150077,PRF315300HW,Upper Door,0
NS00081,PRF50600H,Gasket,0
21006140847,PRN10160HS,Crisper Drawer,0
2100290654,PRN14860HS,Upper Door,0
2100290938,PRN16950HW,Door Upper,0
17122000052202,PIAW123690A,Main Control Board Subassembly,2
15422000022235,PIAW123700B,4-Way Valve Assbly,2
11103020006759,PIAW122700B / PIAW122800B / PIAW123700B / PIAW123800B,DC Inverter Rotary Compressor,1
15422000017980,PIAW123700B,Liquid Valve Assbly,2
15422000019352,PIAW123800B,4-Way Valve Assbly,2
11103020003919,PIAW182800B / PIAW181800B / PIAW183800B / PIAW1831780B,DC Inverter Rotary Compressor (KSN140D21UFZ),1
15422000017792,PIAW183800B,4-Way Valve Assbly,2
17122000052118,PIAW243790A,Main Control Board Subassembly,4
17122000054232,PIAW243790A / PIAW363790A,Main Control Board Subassembly,4
17222000037718,PIAW243800B,Electronic Control Box Subassembly,2
17222000036474,PIAW363790A,Electronic Control Box Subassembly (Mid and low end),1
11103020000559,PIAW36180B / PIAW363800B,DC Inverter Rotary Compressor,1
17122000051104,PIAW363800B,Main Control Board Subassembly (Outdoor),2
11002015000247,PIAW363800B / PIAW36180B / PIAW2432580B/PIAWMZ278800B/ PIAWMZ368800B,Brushless DC Motor,5
15422000022236,PIAW93700B,4-Way Valve Assbly,2
15422000019414,PIAW93700B,Liquid Valve Assbly,2
12222000002259,PIAW93700B,Terminal Board,3
3.7.09.1229,PRN185DX / PRN210DX,"Light Box Assembly (39 1/2 "")[New Model] ",48
NS01035,PRN185DX / PRN210DX,"[Light Box - Lamp Box] Bottom Cover (39 1/2 "")[New Model] ",1
NS01037,PRN185DX / PRN210DX,"Light Box Left Corner Cover(39 1/2 "")[New Model] ",1
NS01038,PRN185DX / PRN210DX,"Light Box Panel (39 1/2 "")[New Model] ",1
NS01036,PRN185DX / PRN210DX,"Light Box Right Corner Cover(39 1/2 "")[New Model] ",1
3.7.13.647,PRN290DX,"Decorative Panel Assy (47"") [New Model] ",7
3.7.09.1205,PRN290DX,"Light Box  Assembly (47"") [New Model] ",11
2150110328,PRF87300HM/PFR87300HM,Door,2
2100290457,PRN7005HW,Door Lower,6
2100290951,PRN7006HS,Door Lower,5
312280200252,PFR33400X / PRF50400X / PRF70400X / PFR35700W /  PFR50700W / PFR70700W / PFR90700W,Baskets,10
1.05.08.10.083,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Baskets,15
312120500142,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Cap Drain,4
312240100482,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Door Gasket,3
312240100483,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Door Gasket,3
312200600038,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Dryer Filter,4
312121100304,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Electrical Box,4
312031100289,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Hinge Assy,3
312121200114,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Knob (Thermostat),4
312122300159,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Lower Cover Hinge,3
312121700140,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W /PFR140700W",Ming ShakeHand handle M (Handle Seat),9
312151100337,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Power Indicator,4
312180300131,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Power Indicator,4
312121700141,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W / PFR140700W",Shake Handhandle Cover (Handle Cover),8
312180100114,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Thermostat (WPFE28G-L),4
312122300158,"	PFR35700W /  PFR50700W / PFR70700W / PFR90700W",Upper Cover Hinge,3
17122000047501,PAC123355A,Main Control Board Subassembly,29
11201007003447,GPIA24064A / PAC120371 / PAC24337 / PAC9337 / PAC9337A / PIA9066A / PIAW121640A / PIAW12264A / PIAW1231769A / PIAW1231779A / PIAW1232579A / PIAW12366A / PIAW123690A / PIAW123790A / PIAW128790A / PIAW1831779A / PIAW183790A / PIAW363790A / PIAW932579A / PIAW93690A / PIAW98690A / PIAWMZ128790A / PIAWMZ98690A / PAC12335A,Pipe Temperature Sensor,16
17122000022028,PAC12337,Display Board Subassembly,5
17222000002837,PAC3003711 / PAC3003711A / PAC33711 / PIAW181790A / PIAW188790A / PIAW248790A,Display Box Subassembly,7
11002015000051,PIAW98690A / PIAW128790A/PIAWMZ128790A/PIAWMZ98690A/ PIAW121790A / PIAW12166A,Brushless DC Motor,2
17122000048354,PIAW12266A,Main Control Board Subassembly,4
17122000048354,PIAW12266A,Main Control Board Subassembly,5
17122000055270,PIAW122690A,Main Control Board Subassembly,2
11103020006759,PIAW122700B / PIAW122800B / PIAW123700B / PIAW123800B,DC Inverter Rotary Compressor,3
17122000055404,PIAW122790A,Main Control Board,0
11201007003424,PAC1203711 / PAC12078A / PAC24337 / PIA12066A / PIACWMZ2480790A / PIAW1231769A / PIAW1231779A / PIAW1232579A / PIAW12366A / PIAW123690A / PIAW123790A / PIAW12640A / PIAW128790A / PIAW17179QA / PIAW1831779A / PIAW183790A / PIAW363790A / PIAW932579A / PIAW93690A / PIAW98690A / PIAWMZ98690A / PIAW181790A / PIAWMZ128790A / PIAWMZ98690A,Room Temperature Sensor,11
17222000037413,PIAW182790A,Electronic Control Box Subassembly,1
17122000055446,PIAW182790A,Main Control Board Subassembly,6
17122000055446,PIAW182790A,Main Control Board Subassembly,5
17122000055446,PIAW182790A,Main Control Board Subassembly,1
11002015011867,PIAW182790A / PIAW182790A / PIAW181790A / PIAW18179A/ PIAW183790A,Brushless DC Motor,1
17222000037707,PIAW183800B/PIAW182800B,Electronic Control Box Subassembly,2
11103020003919,PIAW182800B / PIAW181800B / PIAW183800B / PIAW1831780B,DC Inverter Rotary Compressor (KSN140D21UFZ),1
11201007003425P,PIAW12166A / PIAW12169A / PIAW18099AS / PIAW1832579A / PIAW188790A / PIAW2432579A / PIAW243790A / PIAW248790A / PIAWMZ248790A / PIAW241790A / PIAWMZ188790A,Room Temperature Sensor,7
11002015014771,PIAW188790A / PIAW248790A/ PIAWMZ188790A/ PIAW242790A/ PIAWMZ248790A,Brushless DC Motor,2
17122000031238,PIAW2690A,Electronic Control Box Subassembly,2
17122000055296,PIAW2690A,Main Control Board,4
11103020006879,PIAW278800B / PIAW242800B / PIAW1832580B / PIAW2432580B/ PIAWMZ278800B / PIAW243800B,Dc Inverter Rotary Compressor,1
17122000021329,PIAW9166A,Main Control Board Subassembly,9
11201007003445P,PIA24264A / PIAW1832579A / PIAW188790A / PIAW241790A / PIAW243790A / PIAW248790A / PIAWMZ188790A / PIAWMZ248790A / PIAW92700B,Pipe Room Temperature Sensor,2
NS00579,PPS403,Control Panel (White),8
NS00973,PRF737HB,Freezer Door,3
20122040341,PRF737HB / PRF735HW,Crisper Drawer (Fruirts\Vegetable),3
3.3.02.14.067,PRFIM1256DX,Wind Panel Grey,25
1.01.07.03.013,PRFIM1256DX / PRFIM1257DX ,Inlet Valve,1
3.3.02.14.066,PRFIM1257DX,Wind Panel Black,25
1.01.07.03.017,PRFIM1257DX / PRFIM1256DX,Connector,2
1.01.07.03.012,PRFIM1257DX / PRFIM1256DX,Ice Maker Assembly,1
1.01.07.03.016,PRFIM1257DX / PRFIM1256DX,Pipe Clamp,20
1.01.07.03.018,PRFIM1257DX / PRFIM1256DX,Water Pipe,20
12100105000057,PAC12335B / PIAW12167B / PIAW121650B / PIAW12170B / PIAW12180B / PIAW91700B / PIA122800B / PIAW9170B,Axial Flow Fan,19
12100105000181,PAC24337B / PIAW241800B / PAC24337,Axial Flow Fan,5
12100105000051,PIAW181800B / PIAW18165B,Axial Flow Fan,5
12100102000070,PIAW92690A / PIAW12164A / PIAW91690 / PIAW93690A,Cross Flow Fan,8
11103020A00576,PIAW121800B / PIAW121700B  /  PIAW91700B / PIAW12265B / PIAW12267B / PIAW92700B,Compressor (KSK103D33UEZ3). Compatible with 11103020005082,13
11103020005082,PIAW91700B / PIAW121700B / PIAW12265B / PIAW12267B / PIAW1231770B / PIAW1231780B / PIAW12367B / PIAW92700B / PIAW93700B / PIAW121800B,Compressor (KSK103D33UEZ3). Compatible with 11103020A00576,12
17222000029825,"	PIAW121800B / PIAW12180B",Electronic Control Box Subassembly,4
11002012001871,PAC18337 / PAC1203711 / PAC12047 / PAC12237A / PAC123370A / PAC12337A / PAC12337IND / PAC13037 / PAC13040A / PAC9037 / PAC9237 / PAC9337A / PIA120640A / PIA12064A / PIA12264A / PIA9064A / PIA9264A / PIAW12099A / PIAW12099AS / PIAW121640A / PIAW12164A / PAC12337A / PAC9337IND,Single Phase Asynchronous Motor,1
11103010003851,PAC18337 OUT,Compressor,1
NS00222,PFR33400X,Door Gasket,10
12131000034205,PFV1386MS,Door Gasket Black,5
11002012005527,"PIAW12166A / PIA9066A / PAC12335A / 	PAC123355A ",Single Phase Asynchronous Motor,1
17222000009750,PIAW12167B,Electronic Control Box Subassembly,12
17122000019192,PIAW12167B,Main Control Board Subassembly (Outdoor),2
17222000002878,PIAW98690A / PIAW128790A/PIAW121690A,Display Box Subassembly,2
17222000028159,PIAW121690A,Electronic Control Box Subassembly,2
12100204000522,PIAW121690A/PIAWMZ128790A/PIAWMZ98690A/PIAW123790A/ PIAW123690A/ PIAW12366A,"Filter Subassembly (12 x 11 1/2"")",5
17222000029832,PIAW121700B,Electronic Control Box Subassembly,4
17122000044667,PIAW121790A,Main Control Board Subassembly,5
17122000045126,PIAW181790A / PIAW81790A,Main Control Board Subassembly (Indoor),8
11002015000039,PIAW181800B / PIAW12265B / PIAW12267B / PIAW181899B/ PIAW12367B,Brushless DC Motor,1
17222000029829,PIAW241800B,Electronic Control Box Subassembly,3
11002015008646,PIAW361790A / PIAW1832579A / PIAW2432579A / PIAW363790A/ PIAW243790A,Brushless DC Motor,2
11002015000247,PIAW363800B / PIAW36180B / PIAW2432580B/PIAWMZ278800B/ PIAWMZ368800B,Brushless DC Motor,2
17122000006953,PIAW91690 / PIAW121690A,Display Board Subassembly,8
2208200052,PRN12250HW/PRN12260HS/PRN10160HS/PRN10150HW,Front cover of freezer,4
NS00373,PRE2015GW,"Complete Drawer Assembly 19 1/2"" White",4
211621203086,PRE2015GW,"Water Baffle - Splash Board - Backsplash (19 1/2"") White",10
211621202196,PRE2015GW / PRE2017GB,"Baffle Cover - Top Plate (Blended L Shape) 19 1/2 X 6 """,17
NS00374,PRE2017GB,"Complete Drawer Assembly 19 1/2"" Black",3
211621203099,PRE2017GB,"Water Baffle - Splash Board - Backsplash (19 1/2"") Black",11
211621203098,PRE2017GB ,"Control Panel 19 1/2 "" (Black)",2
221623203008,PRE2025GW,"Water Baffle - Splash Board - Backsplash (19 1/2"") White  [W/BOTTOM BRACKET + HOLES]",15
221623202031,PRE2025GW / PRE2027GB / PRE2023GS / PRE2026GS,Baffle Cover - Top Plate (Plane) 19 1/4 x 5 1/2,15
221623203013,PRE2027GB / PRE2026GB,"Water Baffle - Splash Board - Backsplash (19 1/2"") Black [W/BOTTOM BRACKET + HOLES]",11
NS00372,PRE2415GW,"Complete Drawer Assembly 23 1/2"" White",2
211761203035,PRE2415GW,"Control Panel 23 1/2 "" (White)",3
211761203039,PRE2415GW,"Water Baffle - Splash Board - Backsplash (23 1/2"") White",6
211761202083,PRE2415GW / PRE2417GB,"Baffle Cover - Top Plate (Blended L Shape) 24 X 6 """,16
NS00334,PRE2417GB,"Complete Drawer Assembly 23 1/2"" Black",4
2018030034,PRE2417GB,"Control Panel 23 1/2 "" (Black)",3
211761203041,PRE2417GB,"Water Baffle - Splash Board - Backsplash  (23 1/2"") Black",7
NS00335,PRE2425GW,Splash Assy [(Water Baffle/Splash Board/Backsplash) + Top Plate + Screws ],2
221763203012,PRE2425GW,"Water Baffle - Splash Board - Backsplash (23 1/2"") White [W/BOTTOM BRACKET + HOLES]",24
221763202079,PRE2425GW / PRE2427GB / PRE2423GS / PRE2426GS,Baffle Cover - Top Plate (Plane) 23 1/4 x 5 1/2,12
221763203017,PRE2427GB,"Water Baffle - Splash Board - Backsplash (23 1/2"") Black [W/BOTTOM BRACKET + HOLES]",10
NS00376,PRE (Special) Regular PRE Use Black Knob,Knob Grey (special order),6
3320542,PRE2015GW / PRE2017GB,"Glass Door [Inner] (14 Width X 10 1/2"" Length) [Clear Glass tinted with Black Border]",4
NS00352,PRE2015GW / PRE2017GB,"Glass Door [Middle] (15 1/2 Width x 13 1/2""  Length) [Mirror][No Holes ]",6
3320541,PRE2015GW / PRE2017GB,"Glass Door [Outer] (19 3/4 Width x 16 1/2"" Length) [Mirror]  [13 3/8"" Hole to Hole]",7
31071019,PRE2015GW / PRE2017GB / PRE2415GW / PRE2417GB,Fuse (C2232) SEFUSE SF169E    172 °C E10A  [BLUE],7
365000061,PRE2015GW / PRE2017GB / PRE2415GW / PRE2417GB,Gasket Seal,4
324621092,PRE2015GW / PRE2017GB / PRE2415GW / PRE2417GB,Hinge (Glass Door Hinge),48
3108023,PRE2015GW / PRE2017GB / PRE2415GW / PRE2417GB / PRE2025GW / PRE2027GB / PRE2425GW / PRE2427GB,Indicator Light Lamp - (18W) Furnance Light bulb [old serie],70
3108026B,PRE2015GW / PRE2017GB / PRE2415GW / PRE2417GB / PRE2025GW / PRE2027GB / PRE2425GW / PRE2427GB ,Indicator Light Lamp - (25W) Furnance Light bulb [new serie] (Different Legs Position compatible with 3108026),40
362621001,PRE2015GW / PRE2017GB / PRE2415GW / PRE2417GB / PRE2025GW / PRE2027GB / PRE2425GW / PRE2427GB / PRE2023GS  / PRE2423GS / ,Knob Black (w/Litte support plate inside ),285
3108026,PRE2015GW / PRE2017GB / PRE2415GW / PRE2417GB / PRE2025GW / PRE2027GB / PRE2425GW / PRE2427GB / PRE2023GS / PRE2026GS / PRE2423GS / PRE2426GS,Indicator Light Lamp - (25W) Furnance Light [new serie],102
NS00169,PRE2015GW / PRE2017GB / PRE2425GW / PRE2427GB,Terminal Connector block support,13
3310099,PRE2025GW / PRE2027GB / PRE2023GS / PRE2026GS,Glass Door [Inner=Middle] (16 1/2 Width x 15 leght) [Clear][No Holes],3
3320854,PRE2025GW / PRE2027GB / PRE2023GS / PRE2026GS,"Glass Door [Outer] (19 1/2 Width x 17 1/8"" Length) [Tinted]  [16 1/8"" Hole to Hole]",40
31071024,PRE2025GW / PRE2027GB / PRE2425GW / PRE2427GB / PRE2023GS / PRE2026GS / PRE2423GS / PRE2426GS,Fuse (C2192) SEFUSE SF129R0 133 °C 15A    [Green],129
310230034,PRE2025GW / PRE2027GB / PRE2425GW / PRE2427GB / PRE2023GS / PRE2026GS / PRE2423GS / PRE2426GS,Thermofuse Black / Temperature limit switch [Backpanel Area -  Connected to Fan] (Part No. 3),68
310220008,PRE2025GW / PRE2027GB / PRE2425GW / PRE2427GB / PRE2023GS / PRE2026GS / PRE2423GS / PRE2426GS,Thermofuse White / Temperature limit switch [Top Panel Area - Connected to Oven Switch] (Part No. 2),70
NS01351,PRE2026GS / PRE2426GS,Knob Silver,66
221623104015,PRE2027GB,"Complete Drawer Assembly 19 1/2"" Black",7
365000090,PRE2415GW / PRE2417GB,Door Silicon Ring ( 2 round & 1 plane),8
3320544,PRE2415GW / PRE2417GB,"Glass Door [Inner] (17 3/4 Width X 10 1/2"" Length) [Clear Glass tinted with Black Border]",6
NS00351,PRE2415GW / PRE2417GB,"Glass Door [Middle] (19 3/8 Width x 13 1/2"" Length)  [Mirror] [No Holes ]",11
3320543,PRE2415GW / PRE2417GB,"Glass Door [Outer] (23 1/2 Width x 16 1/2""Length) [Mirror]  [13 3/2"" Hole to Hole]",7
3310087,PRE2425GW / PRE2427GB / PRE2423GS / PRE2426GS,"Glass Door [Inner=Middle]  (19 Width x 16 1/2 "" Length) [Clear][No holes]",15
3320855,PRE2425GW / PRE2427GB / PRE2423GS / PRE2426GS,"Glass Door [Outer] (23 1/2 Width x 17 1/2""Length) [Tinted]  [20 1/8"" Hole to Hole]",19
