Part Number,Model,Description,QTY
1297110000915A,PGS2000,Door Handle White,6
12971100001579,PGS2000,Nozzle block,6
12971100001314,PGS2000,Pan support,3
NS00438,PGS3006 / PGS3016,"Cap for Burner A Inside (Glossy) [Concave](2 3/8"")",56
NS00342,PGS2406 / PGS3006,"Burner D (2"")",41
NS00346,PGS2000 / PGS2406 / PGS3006 / PGS2445FW / PGS2446FS / PGS2447FB,"Cap for Burner D (Glossy) [Small] (2 1/4"")",214
NS00340,PGS2406 / PGS3006 / PGS3016 / PBS812SA / PBS810GA,"Burner B (Diam: 3 3/4"")",99
NS00341,PGS2406 / PGS3006 / PGS3016,"Burner C (2 3/4"")",122
NS00344,PGS2000 / PGS2406 / PGS3006 / PGS3016 / PGS2445FW / PGS2446FS / PGS2447FB,"Cap for Burner B  (Glossy) [Large] (3 15/16"")",240
NS00345,PGS2000 / PGS2406 / PGS3006 / PGS3016 / PGS2445FW / PGS2446FS / PGS2447FB,"Cap for Burner C (Glossy) [Medium] (2 15/16"")",161
NS00343,PGS3006 / PGS3016,Cap for Burner A Outside (Glossy) [Ring] (5 1/8 ),64
NS00339,PGS3006 / PGS3016,"Burner A (5"")",36
NS00552,PPS21 / PPS25 / PPS31 / PPS35 / PPS41 / PPS45,"Burner A (Large) (4"")",67
NS00553,PPS21 / PPS25 / PPS31 / PPS35 / PPS45,"Cap for Burner A (Large) (3 1/8"" Black concave)",154
NS00554,PPS21 / PPS25 / PPS31/ PPS35 / PPS41,Knob (Black),140
NS00555,PPS21 / PPS25 / PPS31/ PPS35 / PPS41,Knob Base (Black),140
NS00556,PPS21 / PPS31 / PPS41,"Burner C (Small) (2 3/4"")",67
NS00557,PPS21 / PPS31,"Cap for Burner C Small ( 1 7/8"" Black concave)",153
NS00567,PPS31 / PPS41,"Burner B (Medium) (3 1/2"")",67
NS00379,PPS31 / PPS41,"Cap for Burner B Medium (2 5/8"" Black concave)",116
NS01033,PRN185DX,"Light Box Panel (37"")",24
1.03.56.633,PRN185DX /PRN165DX ,Evaporator,6
NS01245,PRN20060AS,"Freezer Compartment Glass Shelf (""25 1/2 x 13 "")",5
NS01233,PRN20060AS,Refrigerator Comparment  Glass shelf ( 28 x 18 ),3
12100105000181,PAC24337B / PIAW241800B / PAC24337,Axial Flow Fan,2
17122000045126,PIAW181790A / PIAW81790A,Main Control Board Subassembly (Indoor),9
1722000028516,PIAW1817B,Electronic Control Box Subassembly,5
1200102000131,PIAW181800B,Cross Flow Fan,2
17222000029834,PIAW181800B,Electronic Control Box Subassembly,12
11002015000039,PIAW181800B / PIAW12265B / PIAW12267B / PIAW181899B/ PIAW12367B,Brushless DC Motor,7
17122000018654,PIAW18180B,Main Control Board Subassembly (Outdoor),7
11002015011867,PIAW182790A / PIAW182790A / PIAW181790A / PIAW18179A/ PIAW183790A,Brushless DC Motor,8
17222000028514,PIAW241790A,Electronic Control Box Subassembly,7
17122000045121,PIAW241790A,Main Control Board Subassembly,7
12100102000018,PIAW241790A /  PIAW24179A / PIAW12166A / PIAW12169A / PIAW18099AS/ PIA24264A/ PIAWMZ248790A / PIAW243790A,Cross Flow Fan,2
11002015008646,PIAW361790A / PIAW1832579A / PIAW2432579A / PIAW363790A/ PIAW243790A,Brushless DC Motor,9
17222000A07066,PIAW36179A / PIAWMZ188790A / PIAWMZ248790A,Display Box Subassembly,9
621062000005,PWC337KB,Adjustable Foot Leg - Feet Support,15
621075000002,PWC337KB/PWC436KS/PWC946KS,Adjustable Foot Leg - Feet Support,25
621034000032,PWC337KB/PWC436KS,America Plug,3
625040000003,PWC337KB,Compressor (Only) (EY40U6L)[No Relay - No Overload Protector],3
623017000041,PWC337KB/PWC436KS/PWC946KS,Connection Wire,3
624034000016,PWC337KB,Power Control Board,4
621020000055,PWC337KB/PWC436KS,LED top Light,5
621062000007,PWC337KB,Lower Hinge III,12
621102000031,PWC337KB/PWC436KS/PWC946KS,NTC Probe,12
622045000028,PWC337KB/PWC436KS,Power Control Display  (Dq11Y-005-Hm),23
623051000027,PWC337KB/PWC436KS/PWC946KS,Upper hinge ,12
621102000018,PWC337KB/PWC436KS/PWC946KS,Water reserve Pan,5
622034000046,PWC337KB,Wire Shelf,12
622034000047,PWC337KB,Wire Shelf (2 Bottle),12
621017000149,PWC337KB,Wire Shelf (4 Bottle),12
NS00704,PWC436KS,Adjustable Foot Leg - Feet Support,20
NS00705,PWC436KS,Bohvection wire,3
NS00706,PWC436KS,Compressor (EY40U6L),1
62305200062,PWC436KS,Door,2
623052000027,PWC436KS,Door Gasket,4
NS00707,PWC436KS,Handle Fix accessory,50
NS00708,PWC436KS,Hinge Upper Right ,12
NS00709,PWC436KS,LED Top light ,5
NS00710,PWC436KS,Lower Hinge,12
NS00711,PWC436KS,NTC Probe ,12
NS00712,PWC436KS,Power PCB,1
NS00713,PWC436KS,Screw M4X35,50
NS00714,PWC436KS,Screw ST4XX16,100
NS00715,PWC436KS,SS handle,5
NS00716,PWC436KS,Stopper,100
NS00717,PWC436KS,Upper Hinge,12
NS00718,PWC436KS,Water Reserve Pan,5
NS00719,PWC436KS,Wooden Shelf,15
NS00720,PWC946KS,Adjustable Foot Leg - Feet Support,16
NS00720,PWC946KS,Adjustable Foot Leg - Feet Support,10
NS00721,PWC946KS,Amehca plug,5
621075000047,PWC946KS,Power Control Board,5
NS00723,PWC946KS,Control Panel,5
NS00724,PWC946KS,Convecion wire,1
1712200035619,PWC946KS,Electronic Control Box Subassembly,14
NS00725,PWC946KS,Cooling Fan Motor,2
NS00726,PWC946KS,Half Wire,5
NS00727,PWC946KS,Handle,25
NS00728,PWC946KS,LED Top Lights ,5
NS00729,PWC946KS,Light Cover,5
NS00730,PWC946KS,Lowest Hinge,5
NS00731,PWC946KS,Power Control Board,2
NS00732,PWC946KS,Probe,5
NS00733,PWC946KS,Right Upper Hinge ,2
NS00734,PWC946KS,Screw,2
NS00735,PWC946KS,Shelf Full,2
NS00364,PRN290DX,Glass Door Left (23 1/2 x 54 1/2) Gray [New Design - Frame Rounded],7
NS00365,PRN290DX,Glass Door Right (23 1/2 x 54 1/2) Gray [New Design - Frame Rounded],4
17222000029825,"	PIAW121800B / PIAW12180B",Electronic Control Box Subassembly,6
17122000020189,PAC9337 / PAC12337 / PAC12339 / PAC123370A / PAC18337  / PAC12335A,Display Box Subassembly,6
17222000016175,PAC12335A,Electronic Control Box Subassembly,6
17122000030311,PAC12335A,Main Control Board Subassembly,6
11103010000756,PAC12335B / PAC12137B,Compressor,1
11002012009440,PAC12335B / PIA122700B / PIAW12170B / PAC12137B / PIAW1217070,Single Phase Asynchronous Motor,15
12100105000057,PAC12335B / PIAW12167B / PIAW121650B / PIAW12170B / PIAW12180B / PIAW91700B / PIA122800B / PIAW9170B,Axial Flow Fan,9
12100105000181,PAC24337B / PIAW241800B / PAC24337,Axial Flow Fan,1
17122000019353,PIA122700B / PIAW12170B,Main Control Board Subassembly (Outdoor),1
17222000010948,PIAW121640A / PIAW121640A /  PIAW121640A / PIA12264A / INVERTER12CRSL1 / PIAW121640A /bINVERTER12CRFN1-W,Electronic Control Box Subassembly,3
11002012005527,"PIAW12166A / PIA9066A / PAC12335A / 	PAC123355A ",Single Phase Asynchronous Motor,10
17122000019192,PIAW12167B,Main Control Board Subassembly (Outdoor),3
17222000028159,PIAW121690A,Electronic Control Box Subassembly,4
17222000029832,PIAW121700B,Electronic Control Box Subassembly,3
17122000009372,PIAW12170B,Electronic Control Box Subassembly,1
17122000018850,PIAW12179A,Main Control Board Subassembly,5
17222000028516,PIAW181790A,Electronic Control Box Subassembly,8
17222000029834,PIAW181800B,Electronic Control Box Subassembly,10
11002015011867,PIAW182790A / PIAW182790A / PIAW181790A / PIAW18179A/ PIAW183790A,Brushless DC Motor,4
17222000029829,PIAW241800B,Electronic Control Box Subassembly,9
17222000009372,PIAW24180B,Electronic Control Box Subassembly,1
17122000006952,PIAW36179A,Display Board Subassembly,2
17122000A13447,PIAW36180B,Main Control Board Subassembly (Outdoor),3
17122000019319,PIAW9167B,Electronic Control Box Subassembly,4
17222000028235,PIAW91690A,Electronic Control Box Subassembly,8
17222000029831,PIAW91700B,Electronic Control Box Subassembly,3
17122000044766,PIAW91700B,Main Control Board Subassembly (Outdoor),5
1.05.81.1054B,PRNS1057DX (Special),"Shelf (19 x 14 1/4"") [BLACK COLOR]",18
1.05.81.1054,PRNS1057DX,"Shelf (19 x 14 1/4"") [WHITE COLOR]",236
1.05.81.1052,PRNS507DX,"Shelf (13 x 14 1/4"")",381
NS00428,PB312,Blade Assembly Kit (1 Cross Helix Base  + 1 Single Flat Helix Base),5
NS01149,PCFB50,Blender Jar (Just the Jar),3
NS01149B,PCFB50,Blender Jar Assy (with Lid and blade base),3
NS00229,PCM512B,Carafe Assembly (10 Cups),36
NS00486,PCM512B,Glass Carafe Assembly,18
NS00281,PCM5422B,Filter (Smaller than PTK5179),20
NS00523,PCM5970D,Carafe Assembly (15 Cups),5
NS00525,PCM599B / PCM512B,Filter,35
NS00811,PDF302T,Frying Basket,13
NS00368,PDF302T,Handle For basket,15
NS00160,PDF302T,Power Cord Cable ( Power Supply Plug ),13
NS00224,PEM350,Filter,23
NS00021,PEM350 / PEM351,Carafe Assembly (4 Cups),103
NS00235,PEM351,Filter,30
NS00223,PEM351,Funnel Assembly (Funnel with Filter),39
NS00211,PEM351,Spoon,29
NS00215,PEM351,Thermostat,12
NS00641,PM70710,Magnetron,15
NS00274,PM70710,Power Control Board,10
NS00441,PMC156B,Lid,7
NS00924,PPC1058D,Power Control Board,10
NS00069,PPC1058D,Rubber Seal 9 1/2 Diameter (Electric Pressure Cooker),45
NS01247,PRC1547,Inner Pot,4
NS00356,PRC1547,"Lid assembly (8 1/4 ""Diameter)[Black Handle]- 16 Cups Lid",10
NS00940,PRC1838R,Thermostat,30
NS01265,PRC2737,"Lids (9 ""Diameter ) [Grey Handle] - 30 Cups Lid",4
NS01266,PRC2737,Pot,5
NS00328,PWC205T,"Cold Big Tank Metal assembly (Smaller tube 2 3/4"")",4
NS01014,PWC215T / PWC216T,"Cold Big Tank Metal assembly  (Larger tube 4 1/2"")",5
NS00314,PWC215T / PWC216T,Hot small foam Tank assembly (top no handle - no hole),5
NS00276,PWC215T / PWC216T,Hot Small foam Tank assembly (top no handle - with hole),5
NS00688,PWC205T,Button - Right Key Press (Cold Water)[White],4
NS00257,PWC215T ,Tap Assembly Button (Cold Water) [Blue],14
NS00279,PWC216T,Water bottle Cover Pump,15
12100102000002,PAC24337 / PIA24064A / PAC24337A / PAC2403711 / PAC24337A / PAC24338 / PAC24339,"Cross Flow Fan (4 "" Diameter)",6
12100102000156,PAC9337,Axial Flow Fan,4
17400103000007,PAC9337,Capacitor`s Compressor,9
17401203000370,PAC9337,HV junction cable assembly,1
9070100154,PCH7705CB / PCH9006CB / PCH9007CBD,"Aluminum Filter (14 1/2 x 13"")",9
9040300070,PCH7705CB / PCH9006CB / PCH9007CBD,Five Push Buttom Control Switch,15
9040400011,PCH7705CB / PCH9006CB / PCH9007CBD,GU10 Halogen Light,15
NS00851,PFR35600H,Gasket / Door seal,2
NS00859,PFR50600H,Gasket / Door seal,1
NS00319,PFR70600H,Gasket / Door seal,4
12100102000044,PIAW12164A / PAC12337 /  PAC123370A/PIAWMZ128790A/PIAWMZ98690A,Cross Flow Fan (The part includes a hole that is right to have it to get access to the screw),6
17122000019474,PIAW12165B/PIAW12099B / PIAW12099B,Main Control Board Subassembly (Outdoor),7
17122000021323,PIAW12166A /  INVERTER12CRWH1  / PIAW12166A,Main Control Board Subassembly,22
11002015006201,PIAW121690A / PIAW911690A / PIAW93690A/ PIAW123690A/ PIAW12366A,Brushless DC Motor,7
12100105000881,PIAW1221700B / PIAW182800B / PIAW183800B,Axial Flow Fan,3
12100105000961,PIAW122700B / PIAW122800B / PIAW93700B  / PIAW123800B/ PIAW123700B,Axial Flow Fan,6
12100102000131,PIAW181790A / PIAW183790A / PAC18337A / PIAW182790A / PAC18337 / PAC183370A ,"Cross Flow Fan (4 1/2"" Diameter)",2
17222000A07108,PIAW24179A / PIAW18179A / PIAW181790A,Display Box Subassembly,9
11002015000366,PIAW242800B / PIAW122790A / PIAW1832580B/PIAWMZ188800B/ PIAW243800B,Brushless DC Motor,6
17222000009488,PIAW36180B,Electronic Control Box Subassembly,1
NS01189,PPC10580D,Power Control Board Box A,3
NS01188,PPC10580D,Heating Plate,3
NS01187,PPC10580D,Inner pot,3
2207400515,PRF446300HS,Crisper Drawer,10
2100150348,PRF735HW,Door Upper,2
2100152860,PRF7360HS,Upper Door,6
2100290950,PRN10160HS,Door Lower,2
NS01235,PB323,Jar Base ,5
NS01234,PB323,Jar Lid,5
NS00127,PB323 / PB323BK / PB324 / PB324BK,Driving Wheel ( Plastic Gear) [Black],90
NS00425,PB323 / PB324BK,Seal,20
NS00308,PB324,Jar Base,50
NS00125,PB324BK,Jar Base ,5
NS00121,PB324BK,Jar Lid,5
NS00737,PB359,Jar Assembly,16
PB359.2,PB359,Lid,5
PBS359.1,PB359,Lid Cap Assembly,5
NS00808,PCJ627B,Container with Filter Assy,10
PCJ627B.2,PCJ627B,Lid juicer cones ,20
NS01176,PCM122,Cup Assembly,20
NS01174,PCM122,Filter Big Part#5,14
NS01173,PCM122,Filter Small ,22
NS01175,PCM122,Gift Box,23
NS01177,PCM122,Spoon,35
NS01340,PCM156,Container with Blade and Lid Assy (white Blade),5
NS01339,PCM156B,Container with Blade and Lid Assy (black Blade),5
NS00484,PCM512B,Filter,25
NS00013,PCM5422B,Carafe Assembly (4 Cups),106
NS00299,PCM599B,Carafe Jar Assembly,26
NS00533,PCM601B,Carafe Assembly (12 Cups),17
NS00810,PDF302T,Filter,26
NS00812,PDF302T,Pot Handle,10
NS00317,PEM1505B,Funnel Assembly,18
NS00472,PEM1505B,Spoon,30
NS00478,PEM1505B,Two Cup filter,34
NS01236,PEM350,Drain Pan Grill,5
NS00287,PEM350,Lid,50
NS00023,PEM350,Seal,10
NS00450,PEM351,Cup pad,40
NS00439,PEM351,Lid Assembly,39
NS00212,PEM351,Steam Jacket,15
NS00233,PEM351,Switch,49
NS00216,PEM351,Top cover seal,40
NS00385,PES1209,"Saten with Heating Element Only [Black Inside]  ( Include Part 6 , 7 ,11,12) NO HANDLE ",10
NS00041,PPC1047,"Rubber Seal 9"" Diameter",37
NS01262,PPC1047 / PPC1077,Lower Handle,25
NS01055,PPC1047 / PPC1077 / PPC1097,Alarm and Over Pressure Valve (Smaller Valve),34
NS01056,PPC1047 / PPC1077 / PPC1097,Lower Handle,20
NS01054,PPC1047 / PPC1077 / PPC1097,Regulator Valve (Bigger Valve),24
NS01057,PPC1047 / PPC1077 / PPC1097,Upper Handle,25
NS01309,PPC1047/PPC1077/PPC1097,Assistance Handle,15
NS01263,PPC1077,"Rubber Seal 10 3/4"" Diameter",36
NS01308,PPC1097,"Rubber Seal 11 1/2"" Diameter",40
NS01365,PTK5179,Base,10
NS00002,PTK5179,Filter,10
NS01363,PTK5179,Handle Cover,10
NS01364,PTK5179,Jar with Heating Element,10
NS01360,PTK5180,Base,5
NS00030,PTK5180,Controller Up Part,10
NS01281,PTK5180,Filter,30
NS01238,PTK5180,Switch Buttom,10
NS01237,PTK5180 / PTK5179,Controller Down Part,10
NS01362,PTK5190,Base,5
NS01270,PTK5190,Filter,30
NS01361,PTK5190,Glass Body,4
NS00029,PWC205T,Hot small foam Tank assembly (top no handle - no hole),5
NS00397,PWC216T,Water bottle Cover Pump ( 2 Parts in one),10
9090100620,PCH9006CB/PCH7705CB / PCH7705CB / PCH9007CB,Glass,2
2100150953,PRF737HB,Door Lower,2
2106140847,PRN10150HW / PRN10160HS,Crisper Drawer ( Fruits & Vegetables Font Printed),3
2106141947,PRN10150HW / PRN10160HS,Crisper Drawer ( Fruits & Vegetables Logos Printed),3
2100290902,PRN7006HS,Door Upper,2
2200200201,PRF7360HS,Door Gasket Lower,7
2200200200,PRF7360HS,Door Gasket Upper,7
2100150954,PRF737HB,Door Upper,1
22000200020,PRN10160HS,Door Gasket Lower,2
2100290949,PRN12260HS,Door Lower,3
2100290948,PRN10160HS / PRN12260HS,Door Upper (with interior White and Border Grey & Gasket WHITE),7
2100291074,PRN16950HW,Door lower,1
2100290422,PRN7005HW,Door Upper,1
NS00103,PB323,Plastic Jar Set (White),41
NS00137,PB323 / PB324 / PB323BK / PB324BK,Motor,49
NS00162,PB324,Glass Jar Set (White),46
NS00309,PB324BK,Glass Jar set (Black),45
NS00427,PB349,Blade Assembly,10
NS01237B,PB349,Lid,5
PB359.57-68,PB359,Blade Assembly,10
NS00423,PB360,Jar Assembly,2
NS00086,PB380,Blade Assembly,10
NS00087,PB380,Jar Assembly,15
NS01184,PB380,Lid ,10
NS00534,PCM601B,Jar Assembly,4
NS01250,PEM1510B,Funnel Assembly,3
NS01240,PES1206R,Glass Lid,5
NS00819,PES1210,Fully AssembLED Pan,10
NS01232,PES1210,Glade Lid,8
17122000008973,PIA120640A / PIA12064A,Main Control Board,1
11002015008264,PIAW121800B / PIAW121700B / PIAW121650B / PIA18265B / PIAW91700B / PIAW12167B,Brushless DC Motor,8
NS01190,PPC10580D,Power Control Board Box A,5
NS00071,PPC10580D,Power Control Board,5
NS01030,PPC1058D,Inner pot,10
NS00933,PRC1238,"Lids  (7 1/2 ""Diameter)[No Handle] - 12 Cups Lid",10
20120020060,PRF735HW / PRF737HB,Wire Freezer Chamber Shelf Assy,8
12231000006918,PRN10066MS / PRN10055MW,Bottom Hinge Assembly,5
2500300019,PRN10150HW / PRN10160HS /  PRN12250HW / PRN12260HS,Main Control Board,23
3040300075,PRN10150HW / PRN12250HW / PRN12260HW,Fin Evaporator,15
3040500011,PRN10160HS/PRN10150HW/PRF737HB/PRN7005HW/PRN12250HW/PRN12260HS/PFR87300HM/PRF315300HW/PRF316300HS/PRF7350HW/PRF7360HS/PRF7370HB,Dryer Filter,79
2207501171,PRN12250HW / PRN12260HS / RN10150HW / PRN10160HS,Door Rack Lower,8
20122990705,PRN12250HW / PRN12260HS,Drain Pan,2
3050200087,PRN12250HW / PRN12260HS / PRN10150HW / PRN10160HS,Conecting Wire of temperature Sensor,12
2500700006,PRN12250HW / PRN12260HS / PRN12250HW / PRN1015HW,Drip tray of calorifier,6
2208100086,PRN12250HW /PRN7005HW,"Door Handle Seat (Upper & Down) [White] (14"" Long)",20
5050300057,PRN7005HW,Pontentior Meater PCB,3
2500300057,PRN7005HW / PRN7006HS,Main Control Board,27
3050400018,PRN7005HW / PRN7006HS,LED Light Board,42
2501000015,PRN7006HS / PRN7005HW,Cooling Fan Motor Assy,49
NS00689,PWC205T,Compressor,1
NS00258,PWC215T,Tap Assembly Button (Hot Water ) [Red],14
1.05.13.658.001,PWC216T,Tap Assembly Button (Cold Water) [Blue],36
1.05.13.151.062,PWC216T,Button (Cold Water) (Sticker Blue Not include - Just the Gray Button),4
NS00399,PWC216T,Thermostat Sensor (Cold Water Tank Location),4
6.05.12.627.029,PWC216T / PWC215T,Compressor,3
NS00754,PBS762A,Gas valve,6
NS00755,PBS762A,Gas valve W/ FFD,8
NS00757,PBS763A,Gas valve,6
13020206,PBS764A,Grate - Small Cast iron pan,10
NS00760,PBS764A / PBS765A,Cast Iron Pan,4
11000665,PBS764A / PBS812SA /PBS763A / PBS762A / PBS765A / PBS810GA,Gas Valve W/Out FFD,32
1302028,PBS765A,Cast Iron Support  - Wok Burne,6
NS00761,PBS765A,Gas Valve,6
110001134,PBS810GA,Gas valve,6
45000102,PBS810GA,Cooktop - Working Table - Glass Panel (Horizontal Holes) ,3
13020208,PBS810GA / PBS764A,Cast iron support burner - Wok Burne,14
11000134,PBS810GA / PBS812SA / PBS764A / PBS763A / PBS765A,Gas Valve W/Out FFD,6
502000016,PBS810GA / PBS812SA / PBS764A / PBS763A / PBS765A,Knob Silver,50
11000677,PBS810GA / PBS812SA / PBS764A / PBS763A / PBS765A / PBS762A,"100 / 150 Sparking Ignition (8 1/2"")",38
11000678,PBS810GA / PBS812SA / PBS764A / PBS763A / PBS765A / PBS762A,"300 Sparking Ignition (14 1/8"")",38
11000048,PBS810GA / PBS812SA / PBS764A / PBS763A / PBS765A / PBS762A,"400 Sparking Ignition (18"")",37
110000134,PBS812SA,Gas valve,8
13010088,PBS812SA,SS Panel,8
NS00768,PBS812SA,SS Panel,13
NS01386,PGS2006,"Grate ( Top Rack) (16 x 7 1/2"") Iron Cast",20
NS01387,PGS2406,"Grate ( Top Rack) (17 x 10  1/4"") Iron Cast",18
NS01388,PGS3006,"Grate ( Top Rack) (16 1/4 x 9  1/4"") Iron Cast (Different shape of NS01389)",21
NS01389,PGS3016,"Grate ( Top Rack) (16 1/4 x 9  1/4"") Iron Cast (Different shape of NS01388)",11
NS00042,PGS2006,"Burner A (Large) (4 3/4"")",41
NS00045,PGS2006 / PPS403 / PPS405 / PPS407,"Cap for Burner A (Large)(Gold) (3 1/2"")",86
NS00048,PGS2006 / PGS2406 / PGS3006,Knob (Black),110
NS00049,PGS2006 / PGS2406 / PGS3006,Knob Base (Black),110
NS00043,PGS2006,"Burner B (Medium) (4"")",55
NS00046,PGS2006 / PPS403 / PPS405 / PPS407,"Cap for Burner B (Medium )(Gold)(3"")",86
NS00044,PGS2006,"Burner C (Small )(3 1/2"")",41
NS00047,PGS2006 / PPS403 / PPS407,"Cap for Burner C (Small )(Gold) (2 3/8"")",86
NS01264,PGS2406,Top Glass Cover ,2
PGS2406.51,PGS2406,Oven Door Outer Glass ,5
NS00549,PGS3016,Knob Assembly (Satin Silver),41
NS01110,PGS3016,Stove Valve Nozzle 0.43,6
NS01325,BD-200B,"Gasket Black (18 x 30 1/2"") [PLEASE CHECK DIMENSION WITH CUSTOMER FIRST]",5
NS01275,PAF281,Basket Assembly,3
1.05.81.954,PFR12401G,Basket,4
1.01.11.184,PFR12401G,Cooling Fan Motor [Condenser],3
1.03.69.857,PFR12401G,Lower Door,3
1.03.69.856,PFR12401G,Upper Door,2
NS00871,PFR700G (Big one) / PFR12401G,Thermostat (NWPF38A-924-026 ),4
NS01215,PFS1623,Blades,2
NS01344,PJE647,Extractin Filter,13
NS01400,PJE647,Pushing Sticker,11
NS01345,PJE647,Juice Container,13
NS00337,PJE647,Top Cover,13
NS01341,PJE648,Extracting Filter,25
NS01342,PJE648,Juice Container,25
NS01357,PJE648,Pusher,25
NS01343,PJE648,Top Cover,25
1.02.50.1414,PRNS507DX,Water Storage Box,3
1.02.26.1098,PRNS507DX,Water Storage Box For Front,3
1.03.02.164,PRNS507DX / PRNS757DX / PRNS1057DX,Thermostat (WPF6.5E-EX),0
1.03.79.118,PRNS507DX/PRNS1057DX/PRNS757DX,Lower Hinge,2
1.03.79.117,PRNS507DX/PRNS1057DX/PRNS757DX,Upper Hinge,2
1.02.25.184,PRNS507DX/PRNS757DX/PRNS1057DX/PRN2110DX,Adjustable Foot Leg - Feet Support ,2
1.01.11.056,PRNS507DX/PRNS757DX/PRNS1057DX,Cooling Fan Motor [Condenser],2
NS00302,PFR740G / PFR950G / PFR1090G,"Big Wheel Caster Black Right [3"" Hole to Hole x 1 3/4""](No brake)(Mobile Wheel 360)",7
NS00388,PFR740G / PFR950G / PFR1090G,"Big Wheel Caster Black Left [3"" Hole to Hole x 1 3/4""](With brake)(Mobile Wheel 360)",30
NS00389,PFR740G / PFR950G / PFR1090G,"Big Wheel Caster Black (Some productions use it) [3"" Hole to Hole x 1 3/4""](Static Wheel)",24
1.02.75.062,PFR740G/PFR950G/PFR1090G/PFR5901G,"Big Wheel Caster Metallic Right [3"" Hole to Hole x 1 3/4""](No brake)(Mobile Wheel 360)",4
NS00388S,PFR740G / PFR950G / PFR1090G,"Big Wheel Caster Metallic Left [3"" Hole to Hole x 1 3/4""](With brake)(Mobile Wheel 360)",15
1.02.08.02.008,PRF155DX,"Caster Wheel Metallic [1"" 3/4 Hole to Hole x 1 3/4""]  (with Brake)",12
1.02.08.03.003,PRF155DX,"Fixed Caster Wheel [1 5/8""  Hole to Hole]",12
3.5.2.01.0503,PRF155DX/PFR10400X,"One Way Caster Wheel Metallic  [1"" 3/4 Hole to Hole x 1 3/4""]  (No Brake)",12
1.02.26.1112,PRNS757DX-PRNS1057DX/PRNS757DX/PRNS1057DX,Water Storage Box,3
NS00139,PTO210C,Door Handle,12
NS00142,PTO210C,Adjustable Foot Leg - Feet Support ,48
NS00146,PTO210C,Gift Box,8
NS00140,PTO210C,Heating Element,12
NS00141,PTO210C,Knob,12
NS00326,PTO210C,Manual,12
NS00145,PTO210C,Switch,8
NS00144,PTO210C,Thermostat,8
NS00143,PTO210C,Timer,12
12031000001063,PFV13085MW / PRF44600MS / PWC346MS / PRF31500MW,Starter Relay,19
12832000010446,PFV705MW,Freezer Door,2
12131000055844,PFV705MW,Gasket,10
12031000001288,PRF24600MS / PRF24600MS /PRF1650MW,Protector,20
12231000011665,PRF24600MS / PRF33500MW / PRF1660MS,Upper Hinge Assy,10
12131000005149,PRF33500MW,Hinge Cover,10
12931000000246,PRF33500MW ,Steel Column Srip,10
12131000001023,"PRF33500MW / 	PRF33600MS",Small Door Panel,2
